ID,Delay
155,-214846723204.1352
156,-114723077884.33147
157,-121426009445.57285
158,-112109153868.23624
159,-15662693247.193888
160,-110328474594.54378
161,-176030909489.07907
162,-102158489903.92514
163,-232272338419.8167
164,-103578769552.43555
165,-215706338617.84814
166,-121496766750.11745
167,-103929224191.30215
168,-111975960084.03185
169,-221665420107.46054
170,-136813202158.29799
171,-136019576692.32191
172,-110328474594.54378
173,-97110527287.97098
174,-112179911172.75133
175,-212703053126.9897
176,-200066466772.77866
177,-132997790745.78882
178,-127380581238.83914
179,-113144584256.08849
180,-136019576692.28697
181,-100762659890.87555
182,-231307665336.49808
183,-123988476910.78362
184,-269070031452.0614
185,-257181587339.81516
186,-112109153868.2254
187,-52266988949.76338
188,-74696738848.86642
189,-79091342138.65013
190,-100762659890.87555
191,-176030909489.09824
192,-105157263180.68742
193,-114723077884.33147
194,-61628852564.68118
195,-102614096469.07185
196,-96931629226.90761
197,-77512848510.45169
198,-111291133888.74673
199,-102543339164.5622
200,-121541774787.65866
201,-221665420107.4664
202,-103578769552.46577
203,-210452119914.35156
204,-76477418122.55888
205,-121426009445.58368
206,-105157263180.6682
207,-240669528951.38107
208,-100762659890.88057
209,-127043218952.53342
210,-278431895066.9866
211,-160245540809.03455
212,-201823318337.05942
213,-116639193139.49739
214,-25549913174.034363
215,-230725433830.22067
216,-134515982768.83789
217,-138238146474.24976
218,-190610018143.9419
219,-34442855767.72532
220,-228182267118.71533
221,-190610018143.9419
222,23376914696.79598
223,-119642478630.4268
224,-68772863577.3126
225,60401302.82787834
226,62976218122.012314
227,-135624222458.10846
228,-95027729469.36296
229,-26005519739.18621
230,-97843839130.94777
231,-114025269123.46759
232,-95027729469.36296
233,-192390697417.5923
234,-44817432715.69504
235,-190610018143.90698
236,-54250053635.10821
237,-187391707513.25552
238,-135694979762.65726
239,-59410999962.40136
240,-155663761689.904
241,-35367383354.10464
242,-237544130733.6111
243,-192461454722.14108
244,-114025269123.42072
245,-24154083160.987007
246,-164060952221.49606
247,-44933198057.76075
248,-135624222458.15533
249,-57559563384.15978
250,-59340242657.89946
251,-160245540809.03455
252,-138238146474.18515
253,-115060699511.3202
254,-26970192822.53692
255,-178994516981.6634
256,-116639193139.5621
257,-114025269123.42072
258,23376914696.77149
259,-142913173300.43008
260,-164060952221.49606
261,-28800365291.863503
262,-155663761689.904
263,-139097761887.9685
264,-141241431965.11453
265,-135624222458.10846
266,-61954166673.99398
267,-115060699511.29568
268,-57559563384.20216
269,-43036753441.95536
270,-31551971941.643543
271,-178994516981.68787
272,-114025269123.42072
273,-154699088606.60034
274,-32864362139.48339
275,-53385928525.044975
276,-114025269123.46759
277,-36536007526.2002
278,-116639193139.49739
279,-112244589849.73546
280,-64957452164.858086
281,-112244589849.72794
282,24341587780.1057
283,-24405762002.10156
284,-228182267118.7092
285,-24154083160.94465
286,-133551309685.52815
287,-38114501154.3774
288,-145056843377.5756
289,-48991325235.25316
290,-183576296100.79446
291,-201823318337.05234
292,-99422332759.18967
293,-120087695560.25755
294,-154699088606.5942
295,-193426127805.4673
296,-45585873325.71789
297,-20501950558.020813
298,-35500577138.3007
299,-131699873107.27014
300,-31828931751.63079
301,-190610018143.89948
302,22648871520.278297
303,-31828931751.58389
304,-18923456929.819122
305,-51807434896.778564
306,-237544130733.60403
307,-228968042140.9569
308,-176178407320.09558
309,-123457890042.88074
310,15830174616.959625
311,-145056843377.5685
312,21798421068.594288
313,-155663761689.904
314,19645586029.414173
315,-44765976164.79973
316,-155663761689.92847
317,-45852863103.547646
318,-157242255318.1703
319,-112244589849.73546
320,60401302.81139584
321,-112244589849.77032
322,-112244589849.77032
323,-45764771386.80445
324,-47379900180.82954
325,-36536007526.175705
326,-24154083160.987007
327,-133480552381.0098
328,-115060699511.29568
329,-26970192822.51243
330,-41949359974.35051
331,-228182267118.69272
332,-115060699511.29568
333,-50842761813.452354
334,-904271780.4983321
335,-904271780.522825
336,24227365148.520206
337,60401302.82787834
338,-116639193139.5621
339,-45852863103.52315
340,-116639193139.49739
341,-48991325235.25316
342,14979724165.203785
343,60401302.8052646
344,-106241029662.5083
345,-119642478630.42621
346,-119642478630.42621
347,-25249936239.38876
348,-28548686450.71412
349,15830174616.952503
350,-178994516981.68787
351,-31803650782.792336
352,-145056843377.5756
353,-226330830540.4511
354,27043474810.104942
355,19645586029.41358
356,-37446141258.59003
357,-135624222458.10846
358,-44933198057.76075
359,-192390697417.5923
360,26193024358.356224
361,-48991325235.21832
362,14979724165.210907
363,-154628331302.02893
364,60401302.82787834
365,-190610018143.89948
366,-23505236048.949677
367,-228182267118.71533
368,-54250053635.11535
369,-135694979762.65726
370,-123457890042.88788
371,-164060952221.48898
372,-32864362139.4589
373,-114025269123.46759
374,-230725433830.28528
375,-154699088606.60034
376,-24154083160.94465
377,1911837881.061917
378,-112244589849.77032
379,-176178407320.1031
380,25262795536.41971
381,-178994516981.68787
382,-155663761689.92847
383,-96808408743.0951
384,-154699088606.60034
385,-114096026427.98595
386,-26970192822.51243
387,-54250053635.11535
388,26193024358.321392
389,-27221871663.686302
390,-145056843377.5756
391,-51807434896.778564
392,-23469256965.69599
393,-139072724878.86862
394,-155663761689.92847
395,-25249936239.43566
396,-37446141258.59003
397,-5486050899.629445
398,-112244589849.72794
399,-135624222458.15533
400,-154699088606.60034
401,-114025269123.46759
402,-139097761887.96902
403,-60204625428.363625
404,27043474810.11247
405,-42857855380.911194
406,-164060952221.48898
407,26193024358.356224
408,-145056843377.5685
409,-152847652028.34363
410,-178994516981.68787
411,-57559563384.20216
412,-114025269123.42072
413,-34551471193.694
414,-106241029662.51544
415,-28548686450.778828
416,-26970192822.53692
417,-198007906924.59784
418,-114096026427.96951
419,60401302.8052646
420,-28548686450.71412
421,55399431280.27081
422,-114025269123.43939
423,27043474810.121212
424,-176178407320.08685
425,-157242255318.14197
426,-97843839130.9431
427,-60375673045.74741
428,-41117786645.26453
429,-31899689056.11477
430,-50842761813.44475
431,-26257198580.31768
432,-26005519739.178604
433,-226330830540.4772
434,-133551309685.53429
435,-35367383354.07942
436,-155663761689.90463
437,-155663761689.90057
438,-41117786645.26453
439,-24154083160.935905
440,-164060952221.4709
441,-135624222458.09355
442,-26970192822.513065
443,-133372411624.40724
444,-26257198580.31768
445,-145056843377.57355
446,-114025269123.43939
447,-53385928525.02741
448,-160245540808.99863
449,-145056843377.57355
450,-190610018143.89075
451,-14336612980.900574
452,-164060952221.4709
453,-112244589849.75414
454,-190610018143.92557
455,-59340242657.87125
456,24227365148.524857
457,-133843543184.40694
458,-51807434896.7792
459,-31899689056.15531
460,-116639193139.54453
461,-164060952221.49402
462,-135694979762.67982
463,-31899689056.125076
464,-53385928525.02741
465,-190610018143.89075
466,-60204625428.34555
467,-30048252477.917305
468,-133551309685.49379
469,-53385928525.01661
470,25262795536.434612
471,-96879166047.57909
472,61124781543.79621
473,-160245540808.99277
474,-114096026427.96185
475,-26257198580.327988
476,24227365148.548058
477,-180573010609.91223
478,-47431356731.76119
479,-114025269123.4058
480,-178994516981.65997
481,-61954166673.965614
482,-135624222458.09355
483,-60196774984.64164
484,-136659652845.98405
485,-97843839130.92387
486,-136094476397.08673
487,-178994516981.6832
488,-113846371062.31923
489,-114096026427.96185
490,-30048252477.882385
491,-156870944510.7257
492,-135694979762.67982
493,-201823318337.05737
494,-102425618250.0121
495,-154699088606.55975
496,-97843839130.91989
497,-135624222458.12714
498,-148505345798.3337
499,-123457890042.86267
500,-115060699511.31554
501,-228182267118.67474
502,-193426127805.4871
503,-45764771386.78638
504,-141686648894.99246
505,-157242255318.14197
506,-193426127805.46387
507,-138238146474.22144
508,-31803650782.756485
509,-21734501761.531013
510,-160245540808.99863
511,-176178407320.08685
512,-135624222458.09355
513,-41261552671.04898
514,23376914696.77614
515,-226330830540.4772
516,-157242255318.15283
517,-138238146474.22144
518,-135624222458.12714
519,-16117292254.552197
520,-142913173300.4049
521,-37446141258.55359
522,-155663761689.90463
523,-154699088606.55975
524,-237365232672.4994
525,-152847652028.3274
526,-142913173300.42804
527,-160245540808.99863
528,-53385928525.01661
529,-193426127805.4871
530,-192390697417.57733
531,-119642478630.38454
532,-44888190020.18933
533,-25934762434.656094
534,-230354123022.84082
535,-59410999962.39375
536,-48214478585.53166
537,-16107347268.242609
538,-30048252477.917305
539,-154699088606.5701
540,-114096026427.95158
541,-35367383354.10252
542,23376914696.79934
543,-68772863577.29454
544,-154628331302.04755
545,-192461454722.1231
546,-154628331302.01398
547,-135694979762.6496
548,-133480552380.9816
549,-135624222458.09355
550,-114096026427.95158
551,18795135577.701305
552,60945883482.66909
553,-178994516981.65997
554,-135624222458.12714
555,-114096026427.95158
556,-133843543184.44188
557,-14336612980.900574
558,-135624222458.12714
559,-136999812106.25398
560,-229146940202.01556
561,-145056843377.5504
562,-142913173300.42804
563,-61954166673.965614
564,-164060952221.49402
565,-115060699511.29233
566,-20501950558.067966
567,-99422332759.17209
568,-57559563384.18598
569,-24154083160.935905
570,-135624222458.12714
571,-60204625428.34555
572,-54250053635.113235
573,-27320647461.38614
574,-154699088606.55975
575,-138918863826.84018
576,-157242255318.14197
577,-56210315954.78084
578,-195004621433.70526
579,-44836733469.29402
580,-138238146474.2323
581,-32864362139.459538
582,-51807434896.7792
583,-48991325235.20204
584,-56389214015.8674
585,-119642478630.39035
586,-16117292254.585775
587,-37446141258.55359
588,-50434642222.61783
589,-34442855767.69695
590,-53385928525.01661
591,27043474810.086292
592,-116639193139.54453
593,-135694979762.6496
594,-131699873107.2614
595,-26970192822.509068
596,-178029843898.3192
597,-133480552380.94801
598,-135694979762.63933
599,-231560012234.88913
600,-136659652846.00328
601,-45852863103.54299
602,-18923456929.81976
603,-114096026427.96185
604,-97843839130.92387
605,-190610018143.89075
606,-152668753967.27567
607,-68772863577.29454
608,-50842761813.434425
609,-60204625428.36865
610,-187212809452.1438
611,-136094476397.08673
612,-35252153203.51079
613,-24154083160.970825
614,-60204625428.36865
615,-44817432715.63324
616,-142913173300.4049
617,-201823318337.05737
618,-178994516981.65997
619,-145056843377.5504
620,-114096026427.96185
621,-156870944510.7257
622,-17958783846.4853
623,-229146940202.0388
624,-45801406552.64768
625,-112244589849.7192
626,-228182267118.6851
627,-136659652845.98405
628,-116639193139.54453
629,-155663761689.90463
630,-44888190020.17901
631,-135323668955.21599
632,-13965302173.399319
633,-190238707336.4713
634,-34071544960.245823
635,-31180661134.16961
636,-159874230001.53656
637,-154327777799.1365
638,-159874230001.53656
639,-94656418661.92725
640,-144685532570.11554
641,-113653958316.00896
642,-183204985293.29602
643,-119271167822.95284
644,-19184538881.58334
645,-31432339975.29444
646,-192019386610.1641
647,-61582855866.514496
648,-15736036460.823195
649,-154257020494.6234
650,-45481552296.07824
651,-192090143914.6998
652,-26850560856.216915
653,-119271167822.92831
654,-113653958316.00896
655,-37074830451.09154
656,-134144671961.40012
657,-134777064720.60214
658,-154327777799.136
659,-131328562299.84195
660,-137866835666.80524
661,-155292450882.459
662,-154257020494.61728
663,-134144671961.40012
664,-144685532570.11554
665,-193054816998.02945
666,-133472232376.98749
667,-47060045924.30253
668,-58968931850.42437
669,-15745981447.138971
670,-119271167822.92831
671,-135323668955.2154
672,-102054307442.55582
673,-201452007529.53476
674,-177587775786.37668
675,-177658533090.8959
676,-105869718854.99068
677,-159874230001.53656
678,-192019386610.1641
679,-135252911650.6967
680,-135723165589.62483
681,-26850560856.216915
682,-190238707336.4713
683,-154257020494.6008
684,-28429054484.448734
685,-154327777799.136
686,-154327777799.1365
687,-119271167822.95284
688,-183204985293.3205
689,-37074830451.09154
690,-50471451006.01112
691,-50400693701.49185
692,-119271167822.92831
693,-99051021951.745
694,-44465422661.8604
695,-64586141357.3602
696,-180201699802.48517
697,-113653958315.99252
698,-155292450882.459
699,-122907681174.34131
700,-47060045924.310074
701,-114689388703.85797
702,-40890241863.526375
703,-138726451080.49506
704,-56017903208.43569
705,-142541862492.97003
706,-25563451627.225716
707,-163689641413.9714
708,-94656418661.92725
709,-53878742827.65534
710,-113724715620.52824
711,-50471451006.01112
712,-23782772353.469624
713,-23782772353.516525
714,-25885887772.893776
715,-178623206174.22556
716,-48620014427.73571
717,-51436124089.33366
718,-116267882332.11755
719,-138726451080.49506
720,-44465422661.859795
721,-113653958315.99252
722,-175807096512.66742
723,-53014617717.56549
724,-111873279042.25287
725,-140870121157.6161
726,-111873279042.25287
727,-123086579235.42789
728,-178623206174.22556
729,-59833314620.84605
730,-26671662795.13037
731,61496092351.21951
732,-59833314620.84605
733,-194633310626.24664
734,-18359905463.221565
735,-34071544960.238297
736,63168630868.36145
737,-34996072546.57998
738,-227810956311.2515
739,-31457620944.172188
740,24598675955.98248
741,-148134034990.8757
742,-193054816998.02237
743,-58968931850.44086
744,-42665442634.52719
745,-133179998878.06985
746,-111873279042.25287
747,-178623206174.22556
748,-23133925241.451782
749,-154327777799.1365
750,-32493051332.014004
751,-123086579235.36317
752,-21363190954.09929
753,-25815130468.3751
754,-50471451006.01052
755,-51436124089.33366
756,-225959519733.02295
757,-45430095745.19013
758,-20130639750.640907
759,-156692046449.59674
760,-50063331415.15578
761,-144685532570.05093
762,-50400693701.49185
763,-144685532570.11554
764,-114689388703.85083
765,-57188252576.684715
766,-177587775786.37668
767,-16781411834.997274
768,-135252911650.6967
769,-186653487714.08066
770,-68401552769.859764
771,-135252911650.6967
772,24783655892.08269
773,26564335165.791935
774,-154257020494.61728
775,-156870944510.6833
776,-61582855866.54933
777,-26671662795.137486
778,-159874230001.53656
779,-61582855866.50695
780,-177587775786.3602
781,-116267882332.07516
782,-113724715620.52824
783,-192019386610.18057
784,24598675955.98248
785,-136288342038.53851
786,-37074830451.116035
787,-135252911650.6967
788,-28177375643.29941
789,-40746475837.83282
790,-29676941670.462944
791,-99051021951.7026
792,-180201699802.45026
793,-152476341220.90796
794,-180201699802.48517
795,-45481552296.07824
796,-180201699802.44275
797,-137866835666.76282
798,25634106343.83147
799,-154257020494.6008
800,-37743190346.95515
801,-155292450882.4661
802,-94656418661.88037
803,26564335165.791935
804,-61582855866.54933
805,-159874230001.56104
806,27414785617.540653
807,26564335165.791935
808,-155292450882.459
809,-57327245248.35076
810,-96507855240.1558
811,-47965381633.51584
812,-111873279042.25287
813,-68401552769.859764
814,25563349039.31214
815,-50400693701.49185
816,-237172819926.151
817,-156870944510.6833
818,-59039689154.959526
819,-137866835666.80524
820,-68401552769.79505
821,-23782772353.516525
822,-50063331415.180275
823,-47060045924.310074
824,-48930054716.84551
825,-177587775786.37668
826,-137866835666.80524
827,-113653958315.99252
828,-192090143914.69928
829,23748225504.240875
830,-135323668955.2154
831,25634106343.847965
832,-135252911650.6967
833,-99051021951.745
834,-50063331415.15578
835,-61582855866.514496
836,-227740199006.7158
837,-152476341220.86108
838,-114689388703.85797
839,-57188252576.73161
840,-116267882332.08269
841,-155292450882.44092
842,-24878625431.983192
843,-159874230001.55637
844,-61582855866.53315
845,-31457620944.148087
846,-137866835666.7541
847,-50400693701.49798
848,-156870944510.70938
849,-144685532570.09808
850,-131328562299.78017
851,-190238707336.4095
852,-233357408513.6522
853,-59833314620.893196
854,-135252911650.70284
855,-159874230001.55637
856,-18552146122.356163
857,-59833314620.88239
858,-113724715620.48598
859,-113653958315.98486
860,-111694380981.15138
861,-31457620944.13778
862,-56017903208.41183
863,-102054307442.57567
864,-138726451080.47122
865,-133109241573.5168
866,-68401552769.8314
867,-135252911650.6726
868,-163689641414.0077
869,-154327777799.0942
870,-113724715620.48598
871,-119271167822.92496
872,-154257020494.59317
873,25634106343.825336
874,-193054816998.00427
875,-25634208931.708603
876,16201485424.430077
877,-23782772353.4883
878,-133109241573.5573
879,-53878742827.63778
880,-190238707336.44305
881,-154257020494.59317
882,-59654416559.80663
883,-161878591792.60254
884,-119271167822.92894
885,-133109241573.5168
886,-50471451005.974686
887,-233357408513.67136
888,-51436124089.338684
889,-31457620944.17832
890,-119271167822.92496
891,-48930054716.8203
892,-193054816998.0274
893,-50400693701.49798
894,-16781411835.002283
895,-16781411835.002283
896,-23367552745.140755
897,-29676941670.40114
898,-154327777799.0942
899,-156870944510.70938
900,-59039689154.92369
901,-163689641414.01855
902,-163689641414.01855
903,-96437097935.61243
904,-24878625431.952957
905,-27492549448.069344
906,-192090143914.66336
907,-34071544960.264473
908,-29676941670.40114
909,-31457620944.13778
910,-152476341220.84613
911,-111873279042.23796
912,-135723165589.64351
913,-48441116366.66783
914,-136288342038.52045
915,-142541862492.95258
916,-134144671961.37491
917,-113653958315.98486
918,-114689388703.83276
919,-144685532570.08722
920,-161878591792.60254
921,-175807096512.63916
922,-192019386610.1867
923,-190238707336.4095
924,-163689641414.0077
925,-96507855240.11935
926,-56017903208.43104
927,24598675955.984585
928,-175807096512.6056
929,-152476341220.8797
930,-155292450882.46405
931,-161878591792.60254
932,-29676941670.40114
933,-27492549448.069344
934,-233802625443.54984
935,-45481552296.08327
936,-163689641414.0077
937,-144685532570.08722
938,-175628198451.5526
939,-44446121908.24256
940,25563349039.348583
941,-142541862492.9417
942,25563349039.348583
943,-25634208931.702774
944,-192090143914.66336
945,-50400693701.46776
946,-192019386610.14612
947,-225959519732.9947
948,-154327777799.0942
949,-50400693701.457436
950,-154327777799.10007
951,-163689641414.01855
952,-29676941670.43472
953,-15745981447.121048
954,-190238707336.4095
955,24598675955.984585
956,-51436124089.338684
957,502469414.8227922
958,-37074830451.09217
959,-133109241573.52707
960,20016896836.91543
961,25634106343.86588
962,-133179998878.02818
963,-21363190954.09464
964,-53878742827.626976
965,-155292450882.44092
966,-20130639750.624725
967,-23782772353.45472
968,-154327777799.10007
969,-96437097935.61243
970,-25885887772.852097
971,-140870121157.61267
972,-114689388703.83276
973,16201485424.440893
974,-194633310626.2379
975,-96437097935.61243
976,-154257020494.58282
977,-15745981447.13135
978,-155292450882.44092
979,-15736036460.761395
980,-140870121157.61673
981,-15745981447.121048
982,-29676941670.43472
983,-113653958315.98486
984,-177587775786.34222
985,-119271167822.94817
986,-34996072546.62713
987,-53014617717.584145
988,-131328562299.81375
989,-192019386610.1867
990,-98872123890.60728
991,-135252911650.66234
992,-180201699802.46884
993,-133179998878.034
994,-29676941670.43472
995,-135323668955.17372
996,-201452007529.57104
997,-138726451080.46716
998,-116267882332.10136
999,-227740199006.6978
1000,-26598882015.0495
1001,-140870121157.6359
1002,-113724715620.49179
1003,-37074830451.09217
1004,-137866835666.7889
1005,-23133925241.45242
1006,-31180661134.16496
1007,-177587775786.3828
1008,-122907681174.32373
1009,-197636596117.10056
1010,-47060045924.29379
1011,-99051021951.7288
1012,-144685532570.09808
1013,-133109241573.5573
1014,-161878591792.60254
1015,-15736036460.794973
1016,-105869718855.03781
1017,61566849655.73266
1018,-119271167822.94817
1019,-51436124089.31558
1020,-114689388703.85585
1021,-42665442634.49898
1022,-138726451080.4904
1023,-24878625431.94265
1024,-135323668955.17372
1025,-57188252576.7034
1026,-31180661134.145756
1027,-233357408513.64813
1028,-154327777799.0942
1029,-99051021951.7288
1030,-40746475837.80496
1031,-40746475837.80895
1032,-177658533090.8536
1033,16201485424.430077
1034,-44465422661.82396
1035,-192019386610.15646
1036,-113724715620.49179
1037,-25634208931.702774
1038,-97472528323.48329
1039,-25563451627.23185
1040,-111873279042.27155
1041,-25563451627.23185
1042,-135252911650.66234
1043,-32493051331.99591
1044,-113653958315.9746
1045,-31457620944.17832
1046,-42665442634.49898
1047,-40890241863.573524
1048,-59039689154.92369
1049,-201273109468.49536
1050,-40890241863.573524
1051,-190208336988.73334
1052,-55377202955.26751
1053,-111842908694.5623
1054,-199640957908.1659
1055,-111842908694.5617
1056,-59771806245.04287
1057,-158063180380.10977
1058,-153481401260.95248
1059,-34220547342.964516
1060,-14970362213.555435
1061,-45248996302.885345
1062,-191243767376.51584
1063,-152516728177.67358
1064,26409725577.496143
1065,-199640957908.13098
1066,-152516728177.67358
1067,-29646571322.725513
1068,-110062229420.8521
1069,-121275529613.99432
1070,-136915401459.0438
1071,-140730812871.49414
1072,-26366326021.874626
1073,-152516728177.67358
1074,-150665291599.44394
1075,-33318216709.44231
1076,-33185022925.211075
1077,-132154724278.86462
1078,-59771806245.08977
1079,-150665291599.46042
1080,-33185022925.176243
1081,-48589644080.04458
1082,-57228639533.497185
1083,-35263780829.65768
1084,-23367552745.105923
1085,-112878339082.40897
1086,-110062229420.8521
1087,-15597525356.502228
1088,-152516728177.6491
1089,-111842908694.5617
1090,-176812156552.77655
1091,-152445970873.17056
1092,-121275529613.95946
1093,-136915401459.0438
1094,-62775091735.92634
1095,-150665291599.46042
1096,-161878591792.56763
1097,-111913665999.06532
1098,-16548855841.757473
1099,18012535045.84611
1100,26409725577.496143
1101,-43582410957.88315
1102,-129517512678.37787
1103,-58193312616.84084
1104,-23067575810.529785
1105,18012535045.880943
1106,-192822261004.82947
1107,-66590503148.42616
1108,-140730812871.53656
1109,-155059894889.2661
1110,-110062229420.83566
1111,-49625074467.89184
1112,-132333622339.95117
1113,-46154332012.052895
1114,20977496006.5972
1115,-226964579773.06747
1116,27374398660.79958
1117,-23752402005.779034
1118,-114456832710.61102
1119,-153481401260.95248
1120,-43619046123.74111
1121,-175847483469.4085
1122,-161878591792.56012
1123,-139059071536.18222
1124,-21971722732.068848
1125,-39766999545.41822
1126,-131298191952.10391
1127,-39079192242.115105
1128,-110062229420.83566
1129,-29646571322.724922
1130,-229448409110.52426
1131,-55377202955.284
1132,-24787832393.625683
1133,-46808964806.318504
1134,-136915401459.03665
1135,-58022264999.47716
1136,-190279094293.23688
1137,-35263780829.66482
1138,-54206853586.97733
1139,-121275529613.95193
1140,-30682001710.572163
1141,-235361770304.68262
1142,-152445970873.17004
1143,18012535045.880943
1144,-153481401260.95248
1145,-33185022925.168716
1146,-16548855841.804365
1147,-133512619333.72855
1148,-57157882228.99419
1149,-190279094293.2124
1150,-225999906689.78857
1151,-235361770304.6751
1152,-42705829591.268265
1153,-129517512678.37787
1154,-31537537435.71563
1155,-29369611512.718384
1156,53766380296.6669
1157,-142874482948.68207
1158,-49625074467.827126
1159,-110062229420.8521
1160,-129517512678.3943
1161,-111913665999.0408
1162,2313519036.235649
1163,-131368949256.60753
1164,-150665291599.46042
1165,-173996046891.21976
1166,-152516728177.67358
1167,53766380296.70928
1168,-112878339082.34425
1169,-225929149385.28555
1170,-23823159310.257538
1171,-224148470111.55893
1172,-133512619333.72855
1173,-59771806245.08977
1174,-27865892048.998833
1175,-132333622339.95117
1176,-152516728177.67358
1177,-117460118201.50159
1178,-100243257821.12195
1179,-94626048314.18987
1180,-40854393013.06309
1181,-140730812871.49414
1182,-117460118201.50159
1183,21827946458.345917
1184,24831231949.2294
1185,-92845369040.46323
1186,-23823159310.28203
1187,-24787832393.560974
1188,-190279094293.2124
1189,-133512619333.75307
1190,-176812156552.71194
1191,-27865892049.015327
1192,-129517512678.3943
1193,-133512619333.72855
1194,-158063180380.10977
1195,-23367552745.098396
1196,-158063180380.10977
1197,-121275529613.95946
1198,-112878339082.40897
1199,-111913665999.06532
1200,-140730812871.50165
1201,-23752402005.779034
1202,-23823159310.257538
1203,-32369110764.75933
1204,-34353647097.22425
1205,-175847483469.43298
1206,-111913665999.0408
1207,-27865892049.015327
1208,-181393935671.86215
1209,-48252281793.72906
1210,-153481401261.0171
1211,29225835238.98827
1212,29225835238.98827
1213,-176812156552.77655
1214,-62775091735.92634
1215,-13924986839.359095
1216,-111842908694.5617
1217,-66590503148.39133
1218,-155059894889.21924
1219,-225999906689.78857
1220,-161878591792.56012
1221,-226964579773.06747
1222,-42750837628.83945
1223,-190208336988.73334
1224,-13924986839.359095
1225,-133912115968.2001
1226,-33006124864.1245
1227,-190279094293.23688
1228,-43582410957.88315
1229,-153481401260.95248
1230,-117460118201.49445
1231,-48589644080.04458
1232,-131368949256.60753
1233,-114456832710.61102
1234,-111913665999.0408
1235,-38935426216.3816
1236,-142874482948.63965
1237,-131368949256.58301
1238,-111842908694.5623
1239,65158578550.91213
1240,-33318216709.44172
1241,-142874482948.64716
1242,-176812156552.71194
1243,18012535045.880943
1244,-117460118201.50159
1245,-23823159310.28203
1246,-24787832393.560974
1247,-152445970873.17056
1248,-114456832710.61102
1249,-142874482948.63965
1250,-112878339082.34425
1251,-21286896536.82019
1252,-114456832710.61102
1253,-190279094293.2124
1254,20977496006.590084
1255,-190208336988.73386
1256,-133512619333.75307
